Name,Glyph,Character,Category,Description
oscr,ℴ,U+02134,Latin Letters,Script small o
Oslash,Ø,U+000D8,Latin Letters,Latin capital letter O with stroke
oslash,ø,U+000F8,Latin Letters,Latin small letter o with stroke
osol,⊘,U+02298,Mathematical Symbols,Circled division slash
Otilde,Õ,U+000D5,Latin Letters,Latin capital letter O with tilde
otilde,õ,U+000F5,Latin Letters,Latin small letter o with tilde
Otimes,⨷,U+02A37,Mathematical Symbols,Circled times
otimes,⊗,U+02297,Mathematical Symbols,Circled times
otimesas,⨶,U+02A36,Mathematical Symbols,Circled times with small circle
Ouml,Ö,U+000D6,Latin Letters,Latin capital letter O with diaeresis
ouml,ö,U+000F6,Latin Letters,Latin small letter o with diaeresis
ovbar,⌽,U+0233D,Technical Symbols,Vertical bar with horizontal stroke
OverBar,‾,U+0203E,Punctuation,Overline
OverBrace,⏞,U+023DE,Technical Symbols,Top curly bracket
OverBracket,⎴,U+023B4,Technical Symbols,Top square bracket
OverParenthesis,⏜,U+023DC,Technical Symbols,Top parenthesis
par,∥,U+02225,Mathematical Symbols,Parallel to
para,¶,U+000B6,Punctuation,Pilcrow sign
parallel,∥,U+02225,Mathematical Symbols,Parallel to
parsim,⫳,U+02AF3,Mathematical Symbols,Double solidus operator
parsl,⫽,U+02AFD,Mathematical Symbols,Parallel with slash
part,∂,U+02202,Mathematical Symbols,Partial differential
PartialD,∂,U+02202,Mathematical Symbols,Partial differential
Pcy,П,U+0041F,Latin Letters,Cyrillic capital letter Pe
pcy,п,U+0043F,Latin Letters,Cyrillic small letter pe
percnt,%,U+00025,Punctuation,Percent sign
period,.,U+0002E,Punctuation,Full stop
permil,‰,U+02030,Punctuation,Per mille sign
perp,⊥,U+022A5,Mathematical Symbols,Up tack
pertenk,‱,U+02031,Punctuation,Per ten thousand sign
Pfr,𝔓,U+1D513,Latin Letters,Mathematical Fraktur capital P
pfr,𝔭,U+1D52D,Latin Letters,Mathematical Fraktur small p
Phi,Φ,U+003A6,Greek Letters,Greek capital letter phi
phi,φ,U+003C6,Greek Letters,Greek small letter phi
phiv,ϕ,U+003D5,Greek Letters,Greek phi symbol
phmmat,ℳ,U+02133,Latin Letters,Script capital M
phone,☎,U+0260E,Miscellaneous Symbols,Black telephone
Pi,Π,U+003A0,Greek Letters,Greek capital letter pi
pi,π,U+003C0,Greek Letters,Greek small letter pi
pitchfork,⋔,U+022D4,Mathematical Symbols,Pitchfork
piv,ϖ,U+003D6,Greek Letters,Greek pi symbol
planck,ℏ,U+0210F,Latin Letters,Planck constant over two pi
planckh,ℎ,U+0210E,Latin Letters,Planck constant
plankv,ℏ,U+0210F,Latin Letters,Planck constant over two pi
plus,+,U+0002B,Mathematical Symbols,Plus sign
plusacir,⨣,U+02A23,Mathematical Symbols,Plus sign with small circle
plusb,⊞,U+0229E,Mathematical Symbols,Squared plus
pluscir,⨢,U+02A22,Mathematical Symbols,Plus sign with circle
plusdo,∔,U+02214,Mathematical Symbols,Dot plus
plusdu,⨥,U+02A25,Mathematical Symbols,Plus sign with dot below
pluse,⩲,U+02A72,Mathematical Symbols,Equals sign with plus below
PlusMinus,±,U+000B1,Mathematical Symbols,Plus-minus sign
plusmn,±,U+000B1,Mathematical Symbols,Plus-minus sign
plussim,⨦,U+02A26,Mathematical Symbols,Plus sign with tilde
plustwo,⨧,U+02A27,Mathematical Symbols,Plus sign with two dots below
pm,±,U+000B1,Mathematical Symbols,Plus-minus sign
Poincareplane,ℌ,U+0210C,Latin Letters,Black-letter capital H
pointint,⨕,U+02A15,Mathematical Symbols,Integral around a point
Popf,ℙ,U+02119,Latin Letters,Double-struck capital P
popf,𝕡,U+1D561,Latin Letters,Mathematical double-struck small p
pound,£,U+000A3,Punctuation,Pound sign
Pr,⪻,U+02ABB,Mathematical Symbols,Double-line slanted less-than or equal to
pr,≺,U+0227A,Mathematical Symbols,Precedes
prap,⪷,U+02AB7,Mathematical Symbols,Precedes above almost equal to
prcue,≼,U+0227C,Mathematical Symbols,Precedes or equal to
prE,⪳,U+02AB3,Mathematical Symbols,Precedes or equal to
pre,⪯,U+02AAF,Mathematical Symbols,Precedes or equal to
prec,≺,U+0227A,Mathematical Symbols,Precedes
precapprox,⪷,U+02AB7,Mathematical Symbols,Precedes above almost equal to
preccurlyeq,≼,U+0227C,Mathematical Symbols,Precedes or equal to
Precedes,≺,U+0227A,Mathematical Symbols,Precedes
PrecedesEqual,⪯,U+02AAF,Mathematical Symbols,Precedes or equal to
PrecedesSlantEqual,≼,U+0227C,Mathematical Symbols,Precedes or equal to
PrecedesTilde,≾,U+0227E,Mathematical Symbols,Precedes or equivalent to
preceq,⪯,U+02AAF,Mathematical Symbols,Precedes or equal to
precnapprox,⪹,U+02AB9,Mathematical Symbols,Precedes above not equal to
precneqq,⪵,U+02AB5,Mathematical Symbols,Precedes above not equal to
precnsim,⋨,U+022E8,Mathematical Symbols,Precedes but not equivalent to
precsim,≾,U+0227E,Mathematical Symbols,Precedes or equivalent to
Prime,″,U+02033,Punctuation,Double prime
prime,′,U+02032,Punctuation,Prime
primes,ℙ,U+02119,Latin Letters,Double-struck capital P
prnap,⪹,U+02AB9,Mathematical Symbols,Precedes above not equal to
prnE,⪵,U+02AB5,Mathematical Symbols,Precedes above not equal to
prnsim,⋨,U+022E8,Mathematical Symbols,Precedes but not equivalent to
prod,∏,U+0220F,Mathematical Symbols,N-ary product
Product,∏,U+0220F,Mathematical Symbols,N-ary product
profalar,⌮,U+0232E,Technical Symbols,Profile of a line
profline,⌒,U+02312,Technical Symbols,Arc
profsurf,⌓,U+02313,Technical Symbols,Surface integral
prop,∝,U+0221D,Mathematical Symbols,Proportional to
Proportion,∷,U+02237,Mathematical Symbols,Proportion
Proportional,∝,U+0221D,Mathematical Symbols,Proportional to
propto,∝,U+0221D,Mathematical Symbols,Proportional to
prsim,≾,U+0227E,Mathematical Symbols,Precedes or equivalent to
prurel,⊰,U+022B0,Mathematical Symbols,Precedes under relation
Pscr,𝒫,U+1D4AB,Latin Letters,Mathematical script capital P
pscr,𝓅,U+1D4C5,Latin Letters,Mathematical script small p
Psi,Ψ,U+003A8,Greek Letters,Greek capital letter psi
psi,ψ,U+003C8,Greek Letters,Greek small letter psi
puncsp, ,U+02008,Punctuation,Punctuation space
Qfr,𝔔,U+1D514,Latin Letters,Mathematical Fraktur capital Q
qfr,𝔮,U+1D52E,Latin Letters,Mathematical Fraktur small q
qint,⨌,U+02A0C,Mathematical Symbols,Quadruple integral
Qopf,ℚ,U+0211A,Latin Letters,Double-struck capital Q
qopf,𝕢,U+1D562,Latin Letters,Mathematical double-struck small q
qprime,⁗,U+02057,Punctuation,Quadruple prime
Qscr,𝒬,U+1D4AC,Latin Letters,Mathematical script capital Q
qscr,𝓆,U+1D4C6,Latin Letters,Mathematical script small q
quaternions,ℍ,U+0210D,Latin Letters,Double-struck capital H
quatint,⨖,U+02A16,Mathematical Symbols,Quaternion integral
quest,?,U+0003F,Punctuation,Question mark
questeq,≟,U+0225F,Mathematical Symbols,Questioned equal to
rAarr,⇛,U+021DB,Arrows,Rightwards triple arrow
race,∽̱,U+0223D U+00331,Mathematical Symbols,Reversed tilde with underline
Racute,Ŕ,U+00154,Latin Letters,Latin capital letter R with acute
racute,ŕ,U+00155,Latin Letters,Latin small letter r with acute
radic,√,U+0221A,Mathematical Symbols,Square root
raemptyv,⦳,U+029B3,Technical Symbols,Right angle with downwards zigzag arrow
Rang,⟫,U+027EB,Technical Symbols,Right double angle bracket
rang,⟩,U+027E9,Technical Symbols,Right angle bracket
rangd,⦒,U+02992,Technical Symbols,Right angle bracket with dot
range,⦥,U+029A5,Technical Symbols,Measured angle
rangle,⟩,U+027E9,Technical Symbols,Right angle bracket
raquo,»,U+000BB,Punctuation,Right-pointing double angle quotation mark
Rarr,↠,U+021A0,Arrows,Rightwards two-headed arrow
rArr,⇒,U+021D2,Arrows,Rightwards double arrow
rarr,→,U+02192,Arrows,Rightwards arrow
rarrap,⥵,U+02975,Arrows,Rightwards arrow above almost equal to
rarrb,⇥,U+021E5,Arrows,Rightwards arrow to bar
rarrbfs,⤠,U+02920,Arrows,Rightwards arrow from bar to black diamond
rarrc,⤳,U+02933,Arrows,Rightwards arrow with circled plus
rarrfs,⤞,U+0291E,Arrows,Rightwards arrow from bar to black diamond
rarrhk,↪,U+021AA,Arrows,Rightwards arrow with hook
rarrlp,↬,U+021AC,Arrows,Rightwards arrow with loop
rarrpl,⥅,U+02945,Arrows,Rightwards arrow through small circle
rarrsim,⥴,U+02974,Arrows,Rightwards arrow above tilde operator
Rarrtl,⤖,U+02916,Arrows,Rightwards two-headed arrow with tail
rarrtl,↣,U+021A3,Arrows,Rightwards arrow with tail
rarrw,↝,U+0219D,Arrows,Rightwards wave arrow
ratail,⤚,U+0291A,Arrows,Rightwards arrow-tail
ratio,∶,U+02236,Mathematical Symbols,Ratio
rationals,ℚ,U+0211A,Latin Letters,Rationals
RBarr,⤐,U+02910,Arrows,Rightwards double arrow
rBarr,⤏,U+0290F,Arrows,Rightwards triple arrow
rbarr,⤍,U+0290D,Arrows,Rightwards double arrow
rbbrk,❳,U+02773,Technical Symbols,Right bracket
rbrace,},U+0007D,Punctuation,Right brace
rbrack,],U+0005D,Punctuation,Right bracket
rbrke,⦌,U+0298C,Technical Symbols,Right square bracket
rbrksld,⦎,U+0298E,Technical Symbols,Right square bracket
rbrkslu,⦐,U+02990,Technical Symbols,Right square bracket
Rcaron,Ř,U+00158,Latin Letters,Latin capital letter R with caron
rcaron,ř,U+00159,Latin Letters,Latin small letter r with caron
Rcedil,Ŗ,U+00156,Latin Letters,Latin capital letter R with cedilla
rcedil,ŗ,U+00157,Latin Letters,Latin small letter r with cedilla
rceil,⌉,U+02309,Technical Symbols,Right ceiling
rcub,},U+0007D,Punctuation,Right brace
Rcy,Р,U+00420,Latin Letters,Cyrillic capital letter Er
rcy,р,U+00440,Latin Letters,Cyrillic small letter er
rdca,⤷,U+02937,Arrows,Rightwards arrow with corner down
rdldhar,⥩,U+02969,Arrows,Rightwards arrow with downwards harpoon
rdquo,”,U+0201D,Punctuation,Right double quotation mark
rdquor,”,U+0201D,Punctuation,Right double quotation mark
rdsh,↳,U+021B3,Arrows,Rightwards arrow with corner down
Re,ℜ,U+0211C,Latin Letters,Real part
real,ℜ,U+0211C,Latin Letters,Real part
realine,ℛ,U+0211B,Latin Letters,Real line
realpart,ℜ,U+0211C,Latin Letters,Real part
reals,ℝ,U+0211D,Latin Letters,Reals
rect,▭,U+025AD,Geometric Shapes,Rectangle
REG,®,U+000AE,Punctuation,Registered sign
reg,®,U+000AE,Punctuation,Registered sign
ReverseElement,∋,U+0220B,Mathematical Symbols,Reverse element
ReverseEquilibrium,⇋,U+021CB,Arrows,Reverse equilibrium
ReverseUpEquilibrium,⥯,U+029AF,Arrows,Reverse up equilibrium
rfisht,⥽,U+0297D,Arrows,Rightwards fishhook arrow
rfloor,⌋,U+0230B,Technical Symbols,Right floor
Rfr,ℜ,U+0211C,Latin Letters,Fraktur capital R
rfr,𝔯,U+1D52F,Latin Letters,Fraktur small r
rHar,⥤,U+02964,Arrows,Rightwards harpoon
rhard,⇁,U+021C1,Arrows,Rightwards harpoon down
rharu,⇀,U+021C0,Arrows,Rightwards harpoon up
rharul,⥬,U+0296C,Arrows,Rightwards harpoon with bar
Rho,Ρ,U+003A1,Greek Letters,Greek capital letter rho
rho,ρ,U+003C1,Greek Letters,Greek small letter rho
rhov,ϱ,U+003F1,Greek Letters,Greek rho symbol
RightAngleBracket,⟩,U+027E9,Technical Symbols,Right angle bracket
RightArrow,→,U+02192,Arrows,Rightwards arrow
Rightarrow,⇒,U+021D2,Arrows,Rightwards double arrow
rightarrow,→,U+02192,Arrows,Rightwards arrow
RightArrowBar,⇥,U+021E5,Arrows,Rightwards arrow to bar
RightArrowLeftArrow,⇄,U+021C4,Arrows,Rightwards arrow over leftwards arrow
rightarrowtail,↣,U+021A3,Arrows,Rightwards arrow with tail
RightCeiling,⌉,U+02309,Technical Symbols,Right ceiling
RightDoubleBracket,⟧,U+027E7,Technical Symbols,Right double bracket
RightDownTeeVector,⥝,U+0295D,Arrows,Rightwards tee with downwards harpoon
RightDownVector,⇂,U+021C2,Arrows,Rightwards arrow with downwards harpoon
RightDownVectorBar,⥕,U+02955,Arrows,Rightwards arrow with bar and downwards harpoon
RightFloor,⌋,U+0230B,Technical Symbols,Right floor
rightharpoondown,⇁,U+021C1,Arrows,Rightwards harpoon down
rightharpoonup,⇀,U+021C0,Arrows,Rightwards harpoon up
rightleftarrows,⇄,U+021C4,Arrows,Rightwards arrow over leftwards arrow
rightleftharpoons,⇌,U+021CC,Arrows,Rightwards harpoon over leftwards harpoon
rightrightarrows,⇉,U+021C9,Arrows,Rightwards double arrow
rightsquigarrow,↝,U+0219D,Arrows,Rightwards squiggle arrow
RightTee,⊢,U+022A2,Mathematical Symbols,Right tee
RightTeeArrow,↦,U+021A6,Arrows,Rightwards arrow from bar
RightTeeVector,⥛,U+0295B,Arrows,Rightwards tee with harpoon
rightthreetimes,⋌,U+022CC,Mathematical Symbols,Rightwards three times
RightTriangle,⊳,U+022B3,Mathematical Symbols,Right triangle
RightTriangleBar,⧐,U+029D0,Mathematical Symbols,Right triangle with bar
RightTriangleEqual,⊵,U+022B5,Mathematical Symbols,Right triangle equal
RightUpDownVector,⥏,U+0294F,Arrows,Rightwards arrow with up and down harpoons
RightUpTeeVector,⥜,U+0295C,Arrows,Rightwards tee with upwards harpoon
RightUpVector,↾,U+021BE,Arrows,Rightwards arrow with upwards harpoon
RightUpVectorBar,⥔,U+02954,Arrows,Rightwards arrow with bar and upwards harpoon
RightVector,⇀,U+021C0,Arrows,Rightwards arrow
RightVectorBar,⥓,U+02953,Arrows,Rightwards arrow with bar
ring,˚,U+002DA,Punctuation,Ring
risingdotseq,≓,U+02253,Mathematical Symbols,Rising dot equal
rlarr,⇄,U+021C4,Arrows,Rightwards arrow over leftwards arrow
rlhar,⇌,U+021CC,Arrows,Rightwards harpoon over leftwards harpoon
rmoust,⎱,U+023B1,Technical Symbols,Right moustache
rmoustache,⎱,U+023B1,Technical Symbols,Right moustache
rnmid,⫮,U+02AEE,Mathematical Symbols,Rightwards not mid
roang,⟭,U+027ED,Technical Symbols,Right angle
roarr,⇾,U+021FE,Arrows,Rightwards arrow with loop
robrk,⟧,U+027E7,Technical Symbols,Right bracket
ropar,⦆,U+02986,Technical Symbols,Right parenthesis
Ropf,ℝ,U+0211D,Latin Letters,Double-struck capital R
ropf,𝕣,U+1D563,Latin Letters,Double-struck small r
roplus,⨮,U+02A2E,Mathematical Symbols,Rightwards plus
rotimes,⨵,U+02A35,Mathematical Symbols,Rightwards times
RoundImplies,⥰,U+02970,Arrows,Rightwards implies
rpar,),U+00029,Punctuation,Right parenthesis
rpargt,⦔,U+02994,Technical Symbols,Right parenthesis with greater-than
rppolint,⨒,U+02A12,Mathematical Symbols,Rightwards integral
rrarr,⇉,U+021C9,Arrows,Rightwards double arrow
Rrightarrow,⇛,U+021DB,Arrows,Rightwards triple arrow
rsaquo,›,U+0203A,Punctuation,Right single angle quotation mark
Rscr,ℛ,U+0211B,Latin Letters,Script capital R
rscr,𝓇,U+1D4C7,Latin Letters,Script small r
Rsh,↱,U+021B1,Arrows,Rightwards arrow with hook
rsh,↱,U+021B1,Arrows,Rightwards arrow with hook
rsqb,],U+0005D,Punctuation,Right square bracket
rsquo,’,U+02019,Punctuation,Right single quotation mark
rsquor,’,U+02019,Punctuation,Right single quotation mark
rthree,⋌,U+022CC,Mathematical Symbols,Rightwards three times
rtimes,⋊,U+022CA,Mathematical Symbols,Rightwards times
rtri,▹,U+025B9,Geometric Shapes,Right triangle
rtrie,⊵,U+022B5,Mathematical Symbols,Right triangle equal
rtrif,▸,U+025B8,Geometric Shapes,Right triangle filled
rtriltri,⧎,U+029CE,Mathematical Symbols,Right triangle with left triangle
RuleDelayed,⧴,U+029F4,Mathematical Symbols,Rule delayed
ruluhar,⥨,U+02968,Arrows,Rightwards arrow with upwards harpoon
rx,℞,U+0211E,Latin Letters,Prescription
Sacute,Ś,U+0015A,Latin Letters,Latin capital letter S with acute
sacute,ś,U+0015B,Latin Letters,Latin small letter s with acute
sbquo,‚,U+0201A,Punctuation,Single low-9 quotation mark
Sc,⪼,U+02ABC,Mathematical Symbols,Succeeds
sc,≻,U+0227B,Mathematical Symbols,Succeeds
scap,⪸,U+02AB8,Mathematical Symbols,Succeeds above almost equal to
Scaron,Š,U+00160,Latin Letters,Latin capital letter S with caron
scaron,š,U+00161,Latin Letters,Latin small letter s with caron
sccue,≽,U+0227D,Mathematical Symbols,Succeeds or equal to
scE,⪴,U+02AB4,Mathematical Symbols,Succeeds or equal to
sce,⪰,U+02AB0,Mathematical Symbols,Succeeds or equal to
Scedil,Ş,U+0015E,Latin Letters,Latin capital letter S with cedilla
scedil,ş,U+0015F,Latin Letters,Latin small letter s with cedilla
Scirc,Ŝ,U+0015C,Latin Letters,Latin capital letter S with circumflex
scirc,ŝ,U+0015D,Latin Letters,Latin small letter s with circumflex
scnap,⪺,U+02ABA,Mathematical Symbols,Succeeds above not equal to
scnE,⪶,U+02AB6,Mathematical Symbols,Succeeds above not equal to
scnsim,⋩,U+022E9,Mathematical Symbols,Succeeds but not equivalent to
scpolint,⨓,U+02A13,Mathematical Symbols,Succeeds integral
scsim,≿,U+0227F,Mathematical Symbols,Succeeds or equivalent to
Scy,С,U+00421,Latin Letters,Cyrillic capital letter Es
scy,с,U+00441,Latin Letters,Cyrillic small letter es
sdot,⋅,U+022C5,Mathematical Symbols,Dot operator
sdotb,⊡,U+022A1,Mathematical Symbols,Squared dot operator
sdote,⩦,U+02A66,Mathematical Symbols,Dot equal
searhk,⤥,U+02925,Arrows,Rightwards arrow with harpoon
seArr,⇘,U+021D8,Arrows,Rightwards double arrow
searr,↘,U+02198,Arrows,Rightwards arrow
searrow,↘,U+02198,Arrows,Rightwards arrow
sect,§,U+000A7,Punctuation,Section sign
semi,;,U+0003B,Punctuation,Semicolon
seswar,⤩,U+02929,Arrows,Rightwards arrow with harpoon
setminus,∖,U+02216,Mathematical Symbols,Set minus
setmn,∖,U+02216,Mathematical Symbols,Set minus
sext,✶,U+02736,Miscellaneous Symbols,Six pointed star
Sfr,𝔖,U+1D516,Latin Letters,Fraktur capital S
sfr,𝔰,U+1D530,Latin Letters,Fraktur small s
sfrown,⌢,U+02322,Technical Symbols,Small frown
sharp,♯,U+0266F,Miscellaneous Symbols,Sharp
SHCHcy,Щ,U+00429,Latin Letters,Cyrillic capital letter Shcha
shchcy,щ,U+00449,Latin Letters,Cyrillic small letter shcha
SHcy,Ш,U+00428,Latin Letters,Cyrillic capital letter Sha
shcy,ш,U+00448,Latin Letters,Cyrillic small letter sha
ShortDownArrow,↓,U+02193,Arrows,Downwards arrow
ShortLeftArrow,←,U+02190,Arrows,Leftwards arrow
shortmid,∣,U+02223,Mathematical Symbols,Short mid
shortparallel,∥,U+02225,Mathematical Symbols,Short parallel
ShortRightArrow,→,U+02192,Arrows,Rightwards arrow
ShortUpArrow,↑,U+02191,Arrows,Upwards arrow
shy,­,U+000AD,Punctuation,Soft hyphen
Sigma,Σ,U+003A3,Greek Letters,Greek capital letter sigma
sigma,σ,U+003C3,Greek Letters,Greek small letter sigma
sigmaf,ς,U+003C2,Greek Letters,Greek small letter final sigma
sigmav,ς,U+003C2,Greek Letters,Greek small letter final sigma
sim,∼,U+0223C,Mathematical Symbols,Tilde operator
simdot,⩪,U+02A6A,Mathematical Symbols,Tilde operator with dot
sime,≃,U+02243,Mathematical Symbols,Tilde operator equal
simeq,≃,U+02243,Mathematical Symbols,Tilde operator equal
simg,⪞,U+02A9E,Mathematical Symbols,Tilde operator greater
simgE,⪠,U+02AA0,Mathematical Symbols,Tilde operator greater equal
siml,⪝,U+02A9D,Mathematical Symbols,Tilde operator less
simlE,⪟,U+02A9F,Mathematical Symbols,Tilde operator less equal
simne,≆,U+02246,Mathematical Symbols,Tilde operator not equal
simplus,⨤,U+02A24,Mathematical Symbols,Tilde operator plus
simrarr,⥲,U+02972,Arrows,Tilde operator with arrow
slarr,←,U+02190,Arrows,Leftwards arrow
SmallCircle,∘,U+02218,Mathematical Symbols,Small circle
smallsetminus,∖,U+02216,Mathematical Symbols,Small set minus
smashp,⨳,U+02A33,Mathematical Symbols,Small plus
smeparsl,⧤,U+029E4,Mathematical Symbols,Small parallel
smid,∣,U+02223,Mathematical Symbols,Small mid
smile,⌣,U+02323,Technical Symbols,Smile
smt,⪪,U+02AAA,Mathematical Symbols,Small tilde
smte,⪬,U+02AAC,Mathematical Symbols,Small tilde equal
smtes,⪬︀,U+02AAC U+0FE00,Mathematical Symbols,Small tilde equal
SOFTcy,Ь,U+0042C,Latin Letters,Cyrillic capital letter Soft sign
softcy,ь,U+0044C,Latin Letters,Cyrillic small letter soft sign
sol,/,U+0002F,Punctuation,Slash
solb,⧄,U+029C4,Technical Symbols,Slash with backslash
solbar,⌿,U+0233F,Technical Symbols,Slash with bar
sopf,𝕤,U+1D564,Latin Letters,Mathematical double-struck small s
spades,♠,U+02660,Miscellaneous Symbols,Black spade suit
spadesuit,♠,U+02660,Miscellaneous Symbols,Black spade suit
spar,∥,U+02225,Mathematical Symbols,Parallel to
sqcap,⊓,U+02293,Mathematical Symbols,Square intersection
sqcaps,⊓︀,U+02293 U+0FE00,Mathematical Symbols,Square intersection
sqcup,⊔,U+02294,Mathematical Symbols,Square union
sqcups,⊔︀,U+02294 U+0FE00,Mathematical Symbols,Square union
Sqrt,√,U+0221A,Mathematical Symbols,Square root
sqsub,⊏,U+0228F,Mathematical Symbols,Square subset
sqsube,⊑,U+02291,Mathematical Symbols,Square subset equal
sqsubset,⊏,U+0228F,Mathematical Symbols,Square subset
sqsubseteq,⊑,U+02291,Mathematical Symbols,Square subset equal
sqsup,⊐,U+02290,Mathematical Symbols,Square superset
sqsupe,⊒,U+02292,Mathematical Symbols,Square superset equal
sqsupset,⊐,U+02290,Mathematical Symbols,Square superset
sqsupseteq,⊒,U+02292,Mathematical Symbols,Square superset equal
squ,□,U+025A1,Geometric Shapes,Square
Square,□,U+025A1,Geometric Shapes,Square
square,□,U+025A1,Geometric Shapes,Square
SquareIntersection,⊓,U+02293,Mathematical Symbols,Square intersection
SquareSubset,⊏,U+0228F,Mathematical Symbols,Square subset
SquareSubsetEqual,⊑,U+02291,Mathematical Symbols,Square subset equal
SquareSuperset,⊐,U+02290,Mathematical Symbols,Square superset
SquareSupersetEqual,⊒,U+02292,Mathematical Symbols,Square superset equal
SquareUnion,⊔,U+02294,Mathematical Symbols,Square union
squarf,▪,U+025AA,Geometric Shapes,Black small square
squf,▪,U+025AA,Geometric Shapes,Black small square
srarr,→,U+02192,Arrows,Rightwards arrow
Sscr,𝒮,U+1D4AE,Latin Letters,Mathematical script capital S
sscr,𝓈,U+1D4C8,Latin Letters,Mathematical script small s
ssetmn,∖,U+02216,Mathematical Symbols,Set minus
ssmile,⌣,U+02323,Technical Symbols,Smile
sstarf,⋆,U+022C6,Mathematical Symbols,Star
Star,⋆,U+022C6,Mathematical Symbols,Star
star,☆,U+02606,Miscellaneous Symbols,White star
starf,★,U+02605,Miscellaneous Symbols,Black star
straightepsilon,ϵ,U+003F5,Greek Letters,Greek lunate epsilon symbol
straightphi,ϕ,U+003D5,Greek Letters,Greek phi symbol
strns,¯,U+000AF,Punctuation,Macron
Sub,⋐,U+022D0,Mathematical Symbols,Subset
sub,⊂,U+02282,Mathematical Symbols,Subset
subdot,⪽,U+02ABD,Mathematical Symbols,Subset with dot
subE,⫅,U+02AC5,Mathematical Symbols,Subset equal
sube,⊆,U+02286,Mathematical Symbols,Subset equal
subedot,⫃,U+02AC3,Mathematical Symbols,Subset with dot
submult,⫁,U+02AC1,Mathematical Symbols,Subset with multiplication
subnE,⫋,U+02ACB,Mathematical Symbols,Subset not equal
subne,⊊,U+0228A,Mathematical Symbols,Subset not equal
subplus,⪿,U+02ABF,Mathematical Symbols,Subset with plus
subrarr,⥹,U+02979,Arrows,Subset with arrow
Subset,⋐,U+022D0,Mathematical Symbols,Subset
subset,⊂,U+02282,Mathematical Symbols,Subset
subseteq,⊆,U+02286,Mathematical Symbols,Subset equal
subseteqq,⫅,U+02AC5,Mathematical Symbols,Subset equal
SubsetEqual,⊆,U+02286,Mathematical Symbols,Subset equal
subsetneq,⊊,U+0228A,Mathematical Symbols,Subset not equal
subsetneqq,⫋,U+02ACB,Mathematical Symbols,Subset not equal
subsim,⫇,U+02AC7,Mathematical Symbols,Subset with similarity
subsub,⫕,U+02AD5,Mathematical Symbols,Subset with subset
subsup,⫓,U+02AD3,Mathematical Symbols,Subset with superset
succ,≻,U+0227B,Mathematical Symbols,Succeeds
succapprox,⪸,U+02AB8,Mathematical Symbols,Succeeds approximately
succcurlyeq,≽,U+0227D,Mathematical Symbols,Succeeds or equal
Succeeds,≻,U+0227B,Mathematical Symbols,Succeeds
SucceedsEqual,⪰,U+02AB0,Mathematical Symbols,Succeeds or equal
SucceedsSlantEqual,≽,U+0227D,Mathematical Symbols,Succeeds or equal
SucceedsTilde,≿,U+0227F,Mathematical Symbols,Succeeds or equivalent
succeq,⪰,U+02AB0,Mathematical Symbols,Succeeds or equal
succnapprox,⪺,U+02ABA,Mathematical Symbols,Succeeds not approximately
succneqq,⪶,U+02AB6,Mathematical Symbols,Succeeds not equal
succnsim,⋩,U+022E9,Mathematical Symbols,Succeeds not similar
succsim,≿,U+0227F,Mathematical Symbols,Succeeds or equivalent
SuchThat,∋,U+0220B,Mathematical Symbols,Such that
Sum,∑,U+02211,Mathematical Symbols,N-ary summation
sum,∑,U+02211,Mathematical Symbols,N-ary summation
sung,♪,U+0266A,Miscellaneous Symbols,Eighth note
Sup,⋑,U+022D1,Mathematical Symbols,Superset
sup,⊃,U+02283,Mathematical Symbols,Superset
sup1,¹,U+000B9,Latin Letters,Super script one
sup2,²,U+000B2,Latin Letters,Super script two
sup3,³,U+000B3,Latin Letters,Super script three
supdot,⪾,U+02ABE,Mathematical Symbols,Superset with dot
supdsub,⫘,U+02AD8,Mathematical Symbols,Superset with subset
supE,⫆,U+02AC6,Mathematical Symbols,Superset equal
supe,⊇,U+02287,Mathematical Symbols,Superset equal
supedot,⫄,U+02AC4,Mathematical Symbols,Superset with dot
Superset,⊃,U+02283,Mathematical Symbols,Superset
SupersetEqual,⊇,U+02287,Mathematical Symbols,Superset equal
suphsol,⟉,U+027C9,Technical Symbols,Superset with slash
suphsub,⫗,U+02AD7,Mathematical Symbols,Superset with subset
suplarr,⥻,U+0297B,Arrows,Superset with arrow
supmult,⫂,U+02AC2,Mathematical Symbols,Superset with multiplication
supnE,⫌,U+02ACC,Mathematical Symbols,Superset not equal
supne,⊋,U+0228B,Mathematical Symbols,Superset not equal
supplus,⫀,U+02AC0,Mathematical Symbols,Superset with plus
Supset,⋑,U+022D1,Mathematical Symbols,Superset
supset,⊃,U+02283,Mathematical Symbols,Superset
supseteq,⊇,U+02287,Mathematical Symbols,Superset equal
supseteqq,⫆,U+02AC6,Mathematical Symbols,Superset equal
supsetneq,⊋,U+0228B,Mathematical Symbols,Superset not equal
supsetneqq,⫌,U+02ACC,Mathematical Symbols,Superset not equal
supsim,⫈,U+02AC8,Mathematical Symbols,Superset with similarity
supsub,⫔,U+02AD4,Mathematical Symbols,Superset with subset
supsup,⫖,U+02AD6,Mathematical Symbols,Superset with superset
swarhk,⤦,U+02926,Arrows,South west arrow with hook
swArr,⇙,U+021D9,Arrows,South west double arrow
swarr,↙,U+02199,Arrows,South west arrow
swarrow,↙,U+02199,Arrows,South west arrow
swnwar,⤪,U+0292A,Arrows,South west arrow with north west arrow
